Desc_Carrera,Desc_Materia,Calif_Final,sexo,edad,Grado  
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,F,16.00,4
PREPARATORIA,FILOSOFIA,10.00,M,16.00,4
PREPARATORIA,PSICOLOGIA,9.00,M,16.00,4
PREPARATORIA,BIOLOGIA II,9.00,M,16.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,8.00,M,16.00,4
PREPARATORIA,ADMINISTRACION_I,9.00,M,16.00,4
PREPARATORIA,ADMINISTRACION_I,9.00,F,16.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,8.00,F,16.00,4
PREPARATORIA,PSICOLOGIA,10.00,F,16.00,4
PREPARATORIA,TECNOLOGIA_I,9.00,F,16.00,4
PREPARATORIA,LITERATURA_II,9.00,F,16.00,4
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,6.00,M,17.00,5
PREPARATORIA,MATEMATICAS_IV,6.00,M,17.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,5.00,M,17.00,5
PREPARATORIA,SOCIOLOGIA,5.00,M,17.00,5
PREPARATORIA,ADMINISTRACION_I,7.00,M,17.00,5
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_III,7.00,M,17.00,5
PREPARATORIA,ADMINISTRACION_II,9.00,M,18.00,6
PREPARATORIA,CALCULO_INTEGRAL,9.00,M,18.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,M,18.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,8.00,M,18.00,6
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,10.00,M,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,M,17.00,4
PREPARATORIA,BIOLOGIA II,9.00,M,17.00,4
PREPARATORIA,ADMINISTRACION_I,10.00,M,17.00,4
PREPARATORIA,FILOSOFIA,10.00,M,17.00,4
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,F,16.00,6
PREPARATORIA,MATEMATICAS_FINANCIERAS,9.00,F,16.00,6
PREPARATORIA,ADMINISTRACION_II,8.00,F,16.00,6
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_II,8.00,F,16.00,6
PREPARATORIA,CIENCIAS_DE_LA_COMUNICACION,7.00,F,16.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,9.00,F,16.00,6
PREPARATORIA,TECNOLOGIA_II,10.00,F,16.00,6
PREPARATORIA,DERECHO,6.00,M,17.00,5
PREPARATORIA,PROBABILIDAD_Y_ESTADISTICA,5.00,M,17.00,5
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_I,7.00,M,17.00,5
PREPARATORIA,BIOLOGIA II,7.00,M,17.00,5
PREPARATORIA,TECNOLOGIA_I,8.00,M,17.00,5
PREPARATORIA,ADMINISTRACION_I,8.00,M,17.00,5
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,5.00,F,16.00,4
PREPARATORIA,MATEMATICAS_IV,5.00,F,16.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,5.00,F,16.00,4
PREPARATORIA,LITERATURA_II,5.00,F,16.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,F,16.00,4
PREPARATORIA,MATEMATICAS_IV,10.00,F,16.00,4
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,5.00,F,16.00,4
PREPARATORIA,PSICOLOGIA,8.00,F,16.00,4
PREPARATORIA,INFORMATICA_II,8.00,F,16.00,4
PREPARATORIA,FILOSOFIA,8.00,F,17.00,5
PREPARATORIA,PSICOLOGIA,10.00,F,17.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_I,7.00,F,17.00,5
PREPARATORIA,TEM.SELEC.DE_CIENC.D.LA_SAL.I,10.00,F,17.00,5
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,10.00,F,17.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,17.00,5
PREPARATORIA,TEM.SELEC.DE_CIENC.D.LA_SAL.I,9.00,F,16.00,5
PREPARATORIA,CALCULO_DIFERENCIAL,8.00,F,16.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_I,10.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_II,10.00,F,16.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_I,9.00,F,16.00,5
PREPARATORIA,ADMINISTRACION_I,10.00,F,16.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_I,7.00,M,17.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,M,17.00,5
PREPARATORIA,FILOSOFIA,9.00,M,17.00,5
PREPARATORIA,BIOLOGIA II,9.00,M,17.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_I,7.00,M,17.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,M,17.00,5
PREPARATORIA,DERECHO,10.00,F,16.00,5
PREPARATORIA,SOCIOLOGIA,10.00,F,16.00,5
PREPARATORIA,ADMINISTRACION_I,10.00,F,16.00,5
PREPARATORIA,PROBABILIDAD_Y_ESTADISTICA,8.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,F,16.00,5
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_I,9.00,F,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,8.00,M,17.00,4
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_I,10.00,M,17.00,4
PREPARATORIA,PSICOLOGIA,10.00,M,17.00,4
PREPARATORIA,FILOSOFIA,9.00,M,17.00,4
PREPARATORIA,BIOLOGIA II,10.00,M,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,M,17.00,4
PREPARATORIA,LITERATURA_II,9.00,F,16.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,8.00,F,16.00,4
PREPARATORIA,ADMINISTRACION_I,9.00,F,16.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,F,16.00,4
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,9.00,F,16.00,4
PREPARATORIA,MATEMATICAS_IV,6.00,F,16.00,4
PREPARATORIA,PSICOLOGIA,8.00,M,19.00,4
PREPARATORIA,BIOLOGIA II,8.00,M,19.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,8.00,M,19.00,4
PREPARATORIA,SOCIOLOGIA,7.00,M,19.00,4
PREPARATORIA,ADMINISTRACION_I,5.00,M,19.00,4
PREPARATORIA,DERECHO,7.00,M,19.00,4
PREPARATORIA,MATEMATICAS_IV,5.00,M,19.00,4
PREPARATORIA,ADMINISTRACION_II,5.00,M,19.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,6.00,M,19.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,7.00,M,19.00,6
PREPARATORIA,PSICOLOGIA,10.00,M,16.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,M,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,8.00,M,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,M,16.00,5
PREPARATORIA,FILOSOFIA,9.00,M,16.00,5
PREPARATORIA,MATEMATICAS_IV,8.00,F,18.00,4
PREPARATORIA,LITERATURA_I,8.00,F,18.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,6.00,F,18.00,4
PREPARATORIA,BIOLOGIA II,7.00,F,18.00,4
PREPARATORIA,HISTORIA_DE_NUESTRO_TIEMPO,8.00,F,18.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,F,17.00,5
PREPARATORIA,SOCIOLOGIA,10.00,F,17.00,5
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_I,10.00,F,17.00,5
PREPARATORIA,FILOSOFIA,10.00,F,17.00,5
PREPARATORIA,PSICOLOGIA,10.00,F,17.00,5
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,7.00,F,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,7.00,F,17.00,6
PREPARATORIA,DERECHO,7.00,F,17.00,6
PREPARATORIA,CALCULO_DIFERENCIAL,5.00,F,17.00,6
PREPARATORIA,ADMINISTRACION_II,7.00,F,17.00,6
PREPARATORIA,QUIMICA,5.00,F,18.00,6
PREPARATORIA,ADMINISTRACION_II,7.00,F,18.00,6
PREPARATORIA,MATEMATICAS_IV,6.00,F,18.00,6
PREPARATORIA,SOCIOLOGIA,7.00,F,18.00,6
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_I,6.00,F,18.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,7.00,M,21.00,6
PREPARATORIA,TEM.SELEC.DE_CIENCS_D.LA_S.II,7.00,M,21.00,6
PREPARATORIA,CALCULO_DIFERENCIAL,6.00,M,21.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,8.00,M,21.00,6
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_III,10.00,M,16.00,4
PREPARATORIA,BIOLOGIA II,9.00,M,16.00,4
PREPARATORIA,INFORMATICA_II,8.00,M,16.00,4
PREPARATORIA,LITERATURA_I,9.00,M,16.00,4
PREPARATORIA,MATEMATICAS_IV,7.00,M,16.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,F,16.00,4
PREPARATORIA,LITERATURA_II,9.00,F,16.00,4
PREPARATORIA,MATEMATICAS_IV,8.00,F,16.00,4
PREPARATORIA,QUIMICA,7.00,F,16.00,4
PREPARATORIA,HISTORIA_DE_NUESTRO_TIEMPO,10.00,F,16.00,4
PREPARATORIA,TALL.DE_LECTURA_Y_REDACCION_I,7.00,M,16.00,1
PREPARATORIA,GEOGRAFIA,7.00,M,16.00,1
PREPARATORIA,MATEMATICAS_I,8.00,M,16.00,1
PREPARATORIA,ESTRATEGIAS_DE_APRENDIZAJE,7.00,M,16.00,1
PREPARATORIA,ETICA_Y_VALORES,8.00,M,16.00,1
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,10.00,M,16.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,M,16.00,6
PREPARATORIA,TEM.SELEC.DE_CIENC.D.LA_SAL.I,10.00,M,16.00,6
PREPARATORIA,TECNOLOGIA_I,9.00,M,16.00,6
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,9.00,M,16.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_I,9.00,M,16.00,6
PREPARATORIA,CALCULO_INTEGRAL,9.00,M,16.00,6
PREPARATORIA,MATEMATICAS_IV,9.00,F,17.00,4
PREPARATORIA,PSICOLOGIA,10.00,F,17.00,4
PREPARATORIA,BIOLOGIA II,9.00,F,17.00,4
PREPARATORIA,SOCIOLOGIA,9.00,F,17.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,F,17.00,4
PREPARATORIA,TEM.SELEC.DE_CIENCS_D.LA_S.II,9.00,M,17.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,8.00,M,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,9.00,M,17.00,6
PREPARATORIA,TECNOLOGIA_II,9.00,M,17.00,6
PREPARATORIA,CALCULO_INTEGRAL,10.00,M,17.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,M,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,9.00,M,17.00,6
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,8.00,F,16.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,F,16.00,4
PREPARATORIA,LITERATURA_II,9.00,F,16.00,4
PREPARATORIA,FILOSOFIA,8.00,F,16.00,4
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,10.00,F,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,10.00,F,17.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,10.00,F,17.00,6
PREPARATORIA,INFORMATICA_II,5.00,F,17.00,4
PREPARATORIA,BIOLOGIA II,5.00,F,17.00,4
PREPARATORIA,QUIMICA,5.00,F,17.00,4
PREPARATORIA,MATEMATICAS_IV,5.00,F,17.00,4
PREPARATORIA,HISTORIA_DE_NUESTRO_TIEMPO,5.00,F,17.00,4
PREPARATORIA,INTR.A_LAS_CIENCIAS_SOCIALES,9.00,M,16.00,2
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_I,8.00,M,16.00,2
PREPARATORIA,MATEMATICAS_II,8.00,M,16.00,2
PREPARATORIA,FISICA,7.00,M,16.00,2
PREPARATORIA,INFORMATICA_I,8.00,M,16.00,2
PREPARATORIA,TECNOLOGIA_I,9.00,M,18.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,9.00,M,18.00,6
PREPARATORIA,MATEMATICAS_FINANCIERAS,9.00,M,18.00,6
PREPARATORIA,SOCIOLOGIA,9.00,M,18.00,6
PREPARATORIA,HISTORIA_DEL_ARTE,9.00,M,18.00,6
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_I,10.00,M,18.00,6
PREPARATORIA,ADMINISTRACION_I,10.00,M,18.00,6
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,17.00,5
PREPARATORIA,PSICOLOGIA,10.00,F,17.00,5
PREPARATORIA,CALCULO_DIFERENCIAL,8.00,F,17.00,5
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,10.00,F,17.00,5
PREPARATORIA,FILOSOFIA,10.00,F,17.00,5
PREPARATORIA,MATEMATICAS_IV,7.00,M,17.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,5.00,M,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,8.00,M,17.00,4
PREPARATORIA,BIOLOGIA II,7.00,M,17.00,4
PREPARATORIA,PSICOLOGIA,7.00,M,17.00,4
PREPARATORIA,FILOSOFIA,9.00,F,16.00,5
PREPARATORIA,PROBABILIDAD_Y_ESTADISTICA,8.00,F,16.00,5
PREPARATORIA,LITERATURA_II,10.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,F,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,10.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_II,9.00,M,17.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,M,17.00,6
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_II,10.00,M,17.00,6
PREPARATORIA,CIENCIAS_DE_LA_COMUNICACION,9.00,M,17.00,6
PREPARATORIA,ADMINISTRACION_II,9.00,M,17.00,6
PREPARATORIA,MATEMATICAS_FINANCIERAS,7.00,M,17.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,9.00,M,17.00,6
PREPARATORIA,PSICOLOGIA,9.00,F,17.00,5
PREPARATORIA,SOCIOLOGIA,8.00,F,17.00,5
PREPARATORIA,ADMINISTRACION_I,7.00,F,17.00,5
PREPARATORIA,DERECHO,9.00,F,17.00,5
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_III,5.00,F,17.00,5
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,7.00,F,17.00,5
PREPARATORIA,MATEMATICAS_IV,5.00,F,17.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,9.00,F,16.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,8.00,F,16.00,6
PREPARATORIA,TEM.SELEC.DE_CIENC.D.LA_SAL.I,10.00,F,16.00,6
PREPARATORIA,TECNOLOGIA_II,10.00,F,16.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,9.00,F,16.00,6
PREPARATORIA,CALCULO_DIFERENCIAL,8.00,F,16.00,6
PREPARATORIA,FISICA,5.00,F,16.00,2
PREPARATORIA,INFORMATICA_I,6.00,F,16.00,2
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_III,6.00,M,18.00,4
PREPARATORIA,MATEMATICAS_III,5.00,M,18.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,5.00,M,18.00,4
PREPARATORIA,FILOSOFIA,5.00,M,18.00,4
PREPARATORIA,BIOLOGIA II,8.00,M,18.00,4
PREPARATORIA,ADMINISTRACION_II,9.00,M,17.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,10.00,M,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_I,8.00,M,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_I,10.00,M,17.00,6
PREPARATORIA,CALCULO_INTEGRAL,8.00,M,17.00,6
PREPARATORIA,TECNOLOGIA_II,10.00,M,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_I,9.00,F,17.00,5
PREPARATORIA,ADMINISTRACION_I,10.00,F,17.00,5
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_I,8.00,F,17.00,5
PREPARATORIA,TEM.SELEC.DE_CIENC.D.LA_SAL.I,9.00,F,17.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,17.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,F,17.00,5
PREPARATORIA,CALCULO_DIFERENCIAL,9.00,F,17.00,5
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,F,17.00,6
PREPARATORIA,MATEMATICAS_FINANCIERAS,9.00,F,17.00,6
PREPARATORIA,ADMINISTRACION_II,10.00,F,17.00,6
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_II,10.00,F,17.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,9.00,F,17.00,6
PREPARATORIA,CIENCIAS_DE_LA_COMUNICACION,10.00,F,17.00,6
PREPARATORIA,HISTORIA_DEL_ARTE,10.00,F,17.00,6
PREPARATORIA,BIOLOGIA II,5.00,F,17.00,4
PREPARATORIA,LITERATURA_II,9.00,F,17.00,4
PREPARATORIA,INFORMATICA_II,8.00,F,17.00,4
PREPARATORIA,HISTORIA_DE_NUESTRO_TIEMPO,8.00,F,17.00,4
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_III,7.00,F,17.00,4
PREPARATORIA,PSICOLOGIA,10.00,F,16.00,5
PREPARATORIA,FILOSOFIA,9.00,F,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,10.00,F,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,F,16.00,5
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,10.00,F,17.00,4
PREPARATORIA,FILOSOFIA,10.00,F,17.00,4
PREPARATORIA,BIOLOGIA II,9.00,F,17.00,4
PREPARATORIA,PSICOLOGIA,9.00,F,17.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,F,17.00,4
PREPARATORIA,MATEMATICAS_FINANCIERAS,6.00,F,18.00,6
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,8.00,M,16.00,5
PREPARATORIA,PSICOLOGIA,8.00,M,16.00,5
PREPARATORIA,FILOSOFIA,8.00,M,16.00,5
PREPARATORIA,LITERATURA_II,8.00,M,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,7.00,M,16.00,5
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_II,8.00,M,17.00,2
PREPARATORIA,INTR.A_LAS_CIENCIAS_SOCIALES,8.00,M,17.00,2
PREPARATORIA,INFORMATICA_I,7.00,M,17.00,2
PREPARATORIA,FISICA,10.00,M,17.00,2
PREPARATORIA,HISTORIA_DE_MEXICO II,9.00,M,17.00,2
PREPARATORIA,COMPORTAM.ORGANIZACIONAL_II,8.00,F,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,8.00,F,16.00,5
PREPARATORIA,SOCIOLOGIA,5.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_I,7.00,F,16.00,5
PREPARATORIA,ADMINISTRACION_I,8.00,F,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,9.00,F,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,17.00,4
PREPARATORIA,FILOSOFIA,10.00,F,17.00,4
PREPARATORIA,TECNOLOGIA_I,10.00,F,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,10.00,F,17.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,F,17.00,4
PREPARATORIA,FISICA,10.00,M,16.00,2
PREPARATORIA,INTR.A_LAS_CIENCIAS_SOCIALES,8.00,M,16.00,2
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_II,8.00,M,16.00,2
PREPARATORIA,INFORMATICA_I,10.00,M,16.00,2
PREPARATORIA,MATEMATICAS_III,9.00,M,16.00,2
PREPARATORIA,HISTORIA_DE_NUESTRO_TIEMPO,9.00,M,16.00,2
PREPARATORIA,MATEMATICAS_IV,8.00,F,17.00,4
PREPARATORIA,FILOSOFIA,8.00,F,17.00,4
PREPARATORIA,PSICOLOGIA,10.00,F,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,F,17.00,4
PREPARATORIA,BIOLOGIA_I,10.00,F,17.00,4
PREPARATORIA,BIOLOGIA II,10.00,F,22.00,4
PREPARATORIA,MATEMATICAS_IV,9.00,F,22.00,4
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_II,9.00,F,22.00,4
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,F,17.00,6
PREPARATORIA,TEM.SELEC.DE_CIENCS_D.LA_S.II,9.00,F,17.00,6
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,9.00,F,17.00,6
PREPARATORIA,CALCULO_INTEGRAL,8.00,F,17.00,6
PREPARATORIA,TECNOLOGIA_II,9.00,F,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,7.00,F,17.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,9.00,F,17.00,6
PREPARATORIA,MATEMATICAS_IV,9.00,F,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,F,17.00,4
PREPARATORIA,FILOSOFIA,10.00,F,17.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,7.00,F,17.00,4
PREPARATORIA,BIOLOGIA II,9.00,F,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,M,17.00,4
PREPARATORIA,LITERATURA_I,9.00,M,17.00,4
PREPARATORIA,BIOLOGIA II,9.00,M,17.00,4
PREPARATORIA,PSICOLOGIA,9.00,M,17.00,4
PREPARATORIA,MATEMATICAS_IV,8.00,M,17.00,4
PREPARATORIA,LITERATURA_II,10.00,F,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,10.00,F,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,10.00,F,16.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,F,16.00,5
PREPARATORIA,FILOSOFIA,9.00,F,16.00,5
PREPARATORIA,ADMINISTRACION_I,9.00,M,16.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,M,16.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,9.00,M,16.00,5
PREPARATORIA,PSICOLOGIA,10.00,M,16.00,5
PREPARATORIA,LITERATURA_II,9.00,M,16.00,5
PREPARATORIA,CALIDAD_Y_PRODUCTIVIDAD,7.00,F,16.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,8.00,F,16.00,6
PREPARATORIA,TEM.SELEC.DE_CIENCS_D.LA_S.II,7.00,F,16.00,6
PREPARATORIA,TECNOLOGIA_II,8.00,F,16.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,9.00,F,16.00,6
PREPARATORIA,CALCULO_INTEGRAL,8.00,F,16.00,6
PREPARATORIA,ESTRUC.SOCIOECONOM.DE_MEXICO,9.00,F,16.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_FISICA_II,8.00,M,19.00,6
PREPARATORIA,CALCULO_INTEGRAL,8.00,M,19.00,6
PREPARATORIA,ADMINISTRACION_I,8.00,M,19.00,6
PREPARATORIA,TEMAS_SELECTOS_DE_QUIMICA_II,8.00,M,19.00,6
PREPARATORIA,TEM.SELEC.DE_CIENC.D.LA_SAL.I,8.00,M,19.00,6
PREPARATORIA,ADMINISTRACION_I,9.00,M,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,10.00,M,17.00,4
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,7.00,M,17.00,4
PREPARATORIA,LITERATURA_II,8.00,M,17.00,4
PREPARATORIA,FILOSOFIA,10.00,M,17.00,4
PREPARATORIA,LENGUA_ADIC.AL_ESPANOL_II,5.00,M,16.00,3
PREPARATORIA,TALLER_DE_LECTURA_Y_REDACC.II,7.00,M,16.00,3
PREPARATORIA,INFORMATICA_II,5.00,M,16.00,3
PREPARATORIA,MATEMATICAS_IV,5.00,M,16.00,3
PREPARATORIA,QUIMICA,5.00,M,16.00,3
PREPARATORIA,BIOLOGIA_I,5.00,M,16.00,3
PREPARATORIA,MATEMATICAS_IV,9.00,M,17.00,4
PREPARATORIA,LITERATURA_I,9.00,M,17.00,4
PREPARATORIA,FILOSOFIA,8.00,M,17.00,4
PREPARATORIA,PSICOLOGIA,10.00,M,17.00,4
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,9.00,M,17.00,4
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,9.00,M,17.00,5
PREPARATORIA,TECNOLOGIA_I,9.00,M,17.00,5
PREPARATORIA,METODOLOGIA_DE_LA_INVESTIGAC.,9.00,M,17.00,5
PREPARATORIA,FILOSOFIA,7.00,M,17.00,5
PREPARATORIA,LITERATURA_II,9.00,M,17.00,5
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_IV,8.00,M,19.00,5
PREPARATORIA,LITERATURA_II,9.00,M,19.00,5
PREPARATORIA,DERECHO,8.00,M,19.00,5
PREPARATORIA,ECOLOGIA_Y_MEDIO_AMBIENTE,8.00,M,19.00,5
PREPARATORIA,FILOSOFIA,8.00,M,19.00,5
PREPARATORIA,LENGUA_ADICIONAL_AL_ESPANOL_I,8.00,F,17.00,2
PREPARATORIA,HISTORIA_DE_MEXICO_I,8.00,F,17.00,2
PREPARATORIA,TALLER_DE_LECTURA_Y_REDACC.II,9.00,F,17.00,2
PREPARATORIA,INTR.A_LAS_CIENCIAS_SOCIALES,8.00,F,17.00,2
PREPARATORIA,MATEMATICAS_II,8.00,F,17.00,2
PREPARATORIA,SOCIOLOGIA,9.00,M,19.00,5
